,,,10442,,,,
n_iteracao,id_modelo,cod_produto,nome,Fornecedor,Comprador,Responsável,Subcategoria
880,910938,KDB4238,CLARA DE OVO ORGÂNICA PASTEURIZADA RESFRIADA RAIAR ORGÂNICOS 1KG,RAIAR ORGANICOS,João Reis,Pietro,Ovos
881,911234,KDB4506,BEBIDA VEGETAL VIDA COFFEE ORIGINAL VIDA VEG 250G,VIDA VEG LTDA,Fairlie Padoan,Pietro,Iogurtes
882,911312,KDB4584,DANONINHO PETIT SUISSE PARA LEVAR MORANGO E BANANA 70G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
883,911313,KDB4585,DANONINHO POUCH MORANGO DANONE 70G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
884,911632,KDB4904,PÃO DE FORMA NOZES E CRANBERRY SEM GLUTEN MANJUBA 300G,MANJUBA,João Reis,Pietro,0
885,911634,KDB4906,PÃO DE FORMA CASTANHAS SEM GLUTEN MANJUBA 300G,MANJUBA,João Reis,Pietro,0
886,911636,KDB4908,PÃO DE FORMA 4 SEMENTES SEM GLUTEN MANJUBA 300G,MANJUBA,João Reis,Pietro,0
887,911637,KDB4909,PÃO DE FORMA VEGANO SEM GLUTEN MANJUBA 300G,MANJUBA,João Reis,Pietro,0
888,911676,KDB4948,"CARNE PEÇA MAMINHA CONGELADA PUL MINERVA SELEÇÃO 1,1KG A 1,4KG",MINERVA,Paulo Pereira,Pietro,0
889,911944,KDB5216,HAMBURGUER SLIDERS SABOR BACON CONGELADO 90G C/ 4UN,SLIDERS,Laura Morais,Pietro,Pães Congelados e Lanches
890,912296,KDB5496,HAMBURGUER SLIDERS SABOR ORIGINAL CONGELADO 88G C/ 4UN,SLIDERS,Laura Morais,Pietro,Pães Congelados e Lanches
891,913180,KDB6351,"PEÇA DE PICANHA REFRIGERADA BARRA MANSA 1,2KG",BARRA MANSA,Paulo Pereira,Pietro,0
892,913301,KDB6472,PÃO AUSTRALIANO CONGELADO BRICO 270G,BRICO BREAD ALIMENTOS LTDA,Laura Morais,Pietro,Pães Congelados e Lanches
893,913302,KDB6473,PÃO CIABATTA CONGELADO BRICO 218G,BRICO BREAD ALIMENTOS LTDA,Laura Morais,Pietro,Pães Congelados e Lanches
894,913303,KDB6474,CROISSANT SALGADO CONGELADO BRICO 145G,BRICO BREAD ALIMENTOS LTDA,Laura Morais,Pietro,Pães Congelados e Lanches
895,913372,KDB6543,COALHADA COM DOCE DE MORANGO LETTI POTE 130G,LETTI,Geovanna Bezerra,Pietro,Iogurtes
896,913401,KDB6572,OVO    CAIPIRA IANA ARES DO CAMPO C/ 10UN,GRANJA IANA,João Reis,Pietro,Ovos
897,913402,KDB6573,OVO BRANCO IANA C/ 30UN,GRANJA IANA,João Reis,Pietro,Ovos
898,913403,KDB6574,OVOS DE CODORNA IANA C/30,GRANJA IANA,João Reis,Pietro,Ovos
899,913405,KDB6576,OVO BRANCO JUMBO IANA C/ 10UN,GRANJA IANA,João Reis,Pietro,Ovos
900,913406,KDB6577,OVO VERMELHO JUMBO IANA C/ 10UN,GRANJA IANA,João Reis,Pietro,Ovos
901,913407,KDB6578,OVO BRANCO IANA C/ 20UN,GRANJA IANA,João Reis,Pietro,Ovos
902,913409,KDB6580,OVO BRANCO IANA C/ 12UN,GRANJA IANA,João Reis,Pietro,Ovos
903,913786,KDB6927,OVO BRANCO HAPPY EGGS MANTIQUEIRA C/ 10UN,MANTIQUEIRA ALIMENTOS LTDA,João Reis,Pietro,Ovos
904,913812,KDB6953,IOGURTE BOB ESPONJA TRADIONAL COM CONFEITOS BATAVO 125G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
905,913813,KDB6954,IOGURTE BOB ESPONJA MORANGO COM CEREAIS BATAVO 120G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
906,913816,KDB6957,QUEIJO MAASDAM PRESIDENT 160G,LACTALIS,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
907,913817,KDB6958,QUEIJO GOUDA PRESIDENT 160G,LACTALIS,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
908,913819,KDB6960,QUEIJO PETIT CAMEMBERT PRESIDENT 125G,LACTALIS,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
909,913821,KDB6962,CREME DE RICOTA    TRADICIONAL PRESIDENT 200G,LACTALIS,Geovanna Bezerra,Pietro,Passáveis Refrigerados
910,913822,KDB6963,CREME DE RICOTA   LIGHT PRESIDENT 200G,LACTALIS,Geovanna Bezerra,Pietro,Passáveis Refrigerados
911,913824,KDB6965,IOGURTE GREGO PENSE ZERO MARACUJÁ 100G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
912,913860,KDB7001,IOGURTE COM PROTEÍNA DANONE BAUNILHA 160G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
913,913861,KDB7002,IOGURTE COM PROTEÍNA DANONE MORANGO 160G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
914,913862,KDB7003,DANONE IOGURTE COM PROTEÍNA ORIGINAL 160G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
915,913863,KDB7004,IOGURTE LÍQUIDO COM PROTEÍNA DANONE COCO 220ML,DANONE,Geovanna Bezerra,Pietro,Iogurtes
916,913864,KDB7005,IOGURTE LÍQUIDO COM PROTEÍNA DANONE MORANGO 220ML,DANONE,Geovanna Bezerra,Pietro,Iogurtes
917,913865,KDB7006,IOGURTE DANONINHO BOM DIA BANANA COM AVEIA 90G,DANONE,Geovanna Bezerra,Pietro,
918,913866,KDB7007,IOGURTE DANONINHO BOM DIA MORANGO COM AVEIA 90G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
919,913867,KDB7008,IOGURTE DANONINHO ICE SQUEEZE MORANGO 70G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
920,913873,KDB7014,IOGURTE DANONINHO POUCH MORANGO COM BANANA 70G C/ 2UN,DANONE,Geovanna Bezerra,Pietro,
921,913874,KDB7015,IOGURTE DANONINHO POUCH MORANGO 70G C/ 2UN,DANONE,Geovanna Bezerra,Pietro,
922,913875,KDB7016,IOGURTE NATURAL NESTLÉ 340G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Iogurtes
923,913876,KDB7017,IOGURTE NATURAL COM MEL NESTLÉ 340G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Iogurtes
924,913877,KDB7018,IOGURTE BICAMADA DE MORANGO NESTLÉ 150G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Iogurtes
925,913878,KDB7019,IOGURTE NINHO 3 SABORES NESTLÉ 540G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Iogurtes
926,913879,KDB7020,SOBREMESA DUO CHOCOLATE DARK E BRANCO CHANDELLE 180G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Iogurtes
927,913880,KDB7021,IOGURTE NATURAL ZERO LACTOSE NESTLÉ 320G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Iogurtes
928,913884,KDB7025,SUCO DE CAJU GREENPEOPLE 1L,GREENPEOPLE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,Fairlie Padoan,Pietro,Sucos e Chás Refrigerados
929,913885,KDB7026,SUCO PINK LEMONADE GREENPEOPLE 1L,GREENPEOPLE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,Fairlie Padoan,Pietro,Sucos e Chás Refrigerados
930,913898,KDB7039,CARNE EM BIFES DE ALCATRA FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
931,913899,KDB7040,CARNE EM ISCAS DE ALCATRA FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
932,913900,KDB7041,CARNE EM BIFES DE CONTRA FILÉ FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
933,913901,KDB7042,CARNE EM BIFES DE COXÃO MOLE FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
934,913902,KDB7043,CARNE EM ISCAS DE COXÃO MOLE FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
935,913903,KDB7044,CARNE EM BIFES DE FILÉ MIGNON FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
936,913903,KDB7044,CARNE EM BIFES DE FILÉ MIGNON FARMI REFRIGERADO - BANDEJA DE 400G - PROMOCIONAL,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
937,913904,KDB7045,CARNE MEDALHÃO DE FILÉ MIGNON FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
938,913905,KDB7046,CARNE EM ISCAS DE FILÉ MIGNON FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
939,913905,KDB7046,CARNE EM ISCAS DE FILÉ MIGNON FARMI REFRIGERADO - BANDEJA DE 400G - PROMOCIONAL,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
940,913906,KDB7047,CARNE EM CUBOS DE MÚSCULO FARMI REFRIGERADO - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
941,913908,KDB7049,CARNE MOÍDA DE PATINHO FARMI REFRIGERADA - BANDEJA DE 400G,PRIME CATER COMERCIAL DE PROD. ALIMENTICIOS LTDA,Paulo Pereira,Pietro,Proteínas Refrigeradas
942,913921,KDB7062,BIFE DE FÍGADO BASSAR BB DIA A DIA 400G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Açougue
943,913930,KDB7071,FRANGO EM CUBOS TEMPERO ORIENTAL BB DIA A DIA 500G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Açougue
944,913965,KDB7106,PÃO DE QUEIJO VEGANO CONGELADO KORIN 200G,KORIN,Paulo Pereira,Pietro,Pães Congelados e Lanches
945,913968,KDB7109,QUEIJO TIPO MINAS PADRÃO DE LEITE DE OVELHA E VACA OROBÓ RIMA 200G,RIMA,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
946,913972,KDB7113,TORTELLONI VERDE MUSSARELA DE BÚFALA E MANJERICÃO SADA MASSAS 500G,Sada Cuisine Comercio de Alimentos Ltda,Laura Morais,Pietro,Massas Frescas
947,914004,KDB7145,PASTRAMI FATIADO CERATTI GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
948,914005,KDB7146,BLANQUET DE PERU FATIADO SADIA GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,Padaria
949,914006,KDB7147,MUSSARELA ZERO LACTOSE FATIADA TIROLEZ GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
950,914007,KDB7148,PICANHA DEFUMADA FATIADA CERATTI GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,Padaria
951,914008,KDB7149,QUEIJO PRATO SEM LACTOSE FATIADO TIROLEZ GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
952,914009,KDB7150,BOLO FORMIGUEIRO GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
953,914274,KDB7376,EMPANADO DE FRANGO QUEIJO NACHO XTREME SADIA 275G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,Pratos Prontos
954,914278,KDB7380,PRESUNTO TIPO PARMA SADIA 100G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
955,914280,KDB7382,SANDUÍCHE HOT POCKET X BURGUER 145G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,Pratos Prontos
956,914309,KDB7411,PÃO DE BRIOCHE FATIADO PADERRI 350G,PADERRI,Fairlie Padoan,Pietro,Padaria
957,914312,KDB7414,SALGADINHO TAKIS FUEGO BIMBO 90G,BIMBO,João Reis,Pietro,Padaria
958,914313,KDB7415,SALGADINHO TAKIS XPLOSION BIMBO 90G,BIMBO,João Reis,Pietro,Padaria
959,914314,KDB7416,SALGADINHO TAKIS ORIGINAL BIMBO 90G,BIMBO,João Reis,Pietro,Padaria
960,914448,KDB7550,MASSA RAVIOLI DE CARNE RANA 250G,CALIMP,Laura Morais,Pietro,Pratos Prontos
961,914633,KDB7687,OVO VERMELHO HAPPY EGGS C/20UN,MANTIQUEIRA ALIMENTOS LTDA,João Reis,Pietro,Ovos
962,914707,KDB7761,"MAMINHA PREMIUM ARGENTINA CONGELADA PLATE 700G A 1,2KG",MINERVA,Paulo Pereira,Pietro,Açougue
963,914950,KDB7979,FILÉ SUÍNO EM TIRAS BB DIA A DIA 400G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Suínos
964,914951,KDB7980,COPA LOMBO SUÍNA EM BIFES BB DIA A DIA 800G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Suínos
965,915562,KDB8591,PÃO DE PALMITO RECHEADO COM CREME DE QUEIJOS RENATO AGUIAR TO GO 900G,ESPAÇO GOURMET,Laura Morais,Pietro,Pratos Prontos
966,915609,KDB8638,KOMBUCHA PURO VERDE LEMON GINGER 269ML,Future Bev Brasil Industria e Comercio Ltda,Fairlie Padoan,Pietro,Kumbucha
967,915610,KDB8639,KOMBUCHA PURO VERDE GUARANA 269ML,Future Bev Brasil Industria e Comercio Ltda,Fairlie Padoan,Pietro,Kumbucha
968,915612,KDB8641,DANETTE CREMOSÃO CHOCOLATE COM AVELÃ 90G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
969,915613,KDB8642,DANETTE CREMOSÃO DOCE DE LEITE 90G,DANONE,Geovanna Bezerra,Pietro,Iogurtes
970,915614,KDB8643,IOGURTE RIMA DE OVELHA COM MORANGO 140G,RIMA,Geovanna Bezerra,Pietro,Iogurtes
971,915615,KDB8644,IOGURTE RIMA DE OVELHA COM BANANADA CREMOSA 140G,RIMA,Geovanna Bezerra,Pietro,Iogurtes
972,915616,KDB8645,IOGURTE RIMA DE OVELHA COM GOIABADA CREMOSA 140G,RIMA,Geovanna Bezerra,Pietro,Iogurtes
973,915617,KDB8646,IOGURTE LETTI MANGA 250G,LETTI,Geovanna Bezerra,Pietro,Iogurtes
974,915618,KDB8647,IOGURTE LETTI BAUNILHA 250G,LETTI,Geovanna Bezerra,Pietro,Iogurtes
975,915619,KDB8648,IOGURTE LETTI MORANGO E BANANA 250G,LETTI,Geovanna Bezerra,Pietro,Iogurtes
976,915908,KDB8821,CREME DE RICOTA GALBANI 200G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Passáveis Refrigerados
977,915909,KDB8822,CREME DE RICOTA LIGHT GALBANI 200G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Passáveis Refrigerados
978,915910,KDB8823,QUEIJO GRANA PADANO GALBANI 125G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
979,915911,KDB8824,QUEIJO MUSSARELA FATIADO GALBANI 300G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
980,915912,KDB8825,QUEIJO PARMIGIANO REGGIANO GALBANI 125G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
981,915913,KDB8826,"FEIJOADA, ARROZ BRANCO, COUVE REFOGADA E FAROFA PRONTO LIGHT 340G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
982,915914,KDB8827,"CARNE MOIDA, ARROZ BRANCO E FEIJÃO CARIOCA PRONTO LIGHT 300G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
983,915915,KDB8828,"CARNE MOIDA, ARROZ INTEGRAL E CREME DE MILHO PRONTO LIGHT 300G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
984,915916,KDB8829,"PENNE, RAGU DE COSTELA E TOMATES CONFITADOS PRONTO LIGHT 270G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
985,915917,KDB8830,"FRICASSÊ DE FRANGO, ARROZ COM BROCÓLIS E BATATAS SAUTEÉ PRONTO LIGHT 350G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
986,915918,KDB8831,"FRANGO DESFIADO, BATATA DOCE, CREME DE MILHO E BROCÓLIS PRONTO LIGHT 350G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
987,915919,KDB8832,"SOBRECOXA DE FRANGO, ARROZ COM CENOURA E MILHO E CREME DE MILHO PRONTO LIGHT 340G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
988,915920,KDB8833,"STROGONOFF LIGHT DE FRANGO, ARROZ BRANCO E BATATAS SAUTEÉ PRONTO LIGHT 350G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
989,915921,KDB8834,"FRANGO GRELHADO AO LIMÃO SICILIANO, ARROZ INTEGRAL E FEIJÃO CARIOCA PRONTO LIGHT 300G",PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
990,915922,KDB8835,CANJA LOW CARB PRONTO LIGHT 350G,PRONTO LIGHT,Laura Morais,Pietro,Pratos Prontos
991,915983,KDB8896,PÃO   DE FORMA INTEGRAL CASTANHA DO PARA & QUINOA NUTRELLA 350G,BIMBO,João Reis,Pietro,Padaria
992,915984,KDB8897,BOLINHO ANA MARIA PULLMAN DE PÃO DE MEL COM COBERTURA DE CHOCOLATE 45G,BIMBO,João Reis,Pietro,Padaria
993,916020,KDB8933,"TORTA DE FRANGO A FANTASTICA TORTA DA MARIA 1,5KG",TORTA DA MARIA,Laura Morais,Pietro,Pratos Prontos
994,916021,KDB8934,"TORTA DE PALMITO A FANTASTICA TORTA DA MARIA 1,5KG",TORTA DA MARIA,Laura Morais,Pietro,Pratos Prontos
995,916022,KDB8935,"TORTA DE CAMARÃO A FANTASTICA TORTA DA MARIA 1,5KG",TORTA DA MARIA,Laura Morais,Pietro,Pratos Prontos
996,916023,KDB8936,"TORTA DE CARNE SECA A FANTASTICA TORTA DA MARIA 1,5KG",TORTA DA MARIA,Laura Morais,Pietro,Pratos Prontos
997,916026,KDB8939,"TORTA DE LIMÃO COM DOCE DE LEITE A FANTASTICA TORTA DA MARIA 1,5KG",TORTA DA MARIA,Laura Morais,Pietro,Pratos Prontos
998,916231,KDB9142,FILÉ MIGNON SUÍNO COZIDO FATIADO MIGNONETO SADIA 180G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,0
999,916232,KDB9143,FILEZINHO SASSAMI À MILANESA CONGELADO COZIDO E TEMPERADO SADIA 400G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,0
1000,916345,KDB9256,SOBREMESA LÁCTEA PUDIM DE LEITE CONDENSADO BATAVO 100G,LACTALIS,Geovanna Bezerra,Pietro,0
1001,916407,KDB9318,QUEIJO MUSSARELA FATIADO CRUZÍLIA 150G,LATICINIO BUFALO DOURADO LTDA.,Geovanna Bezerra,Pietro,0
1002,916408,KDB9319,QUEIJO PRATO FATIADO CRUZÍLIA 150G,LATICINIO BUFALO DOURADO LTDA.,Geovanna Bezerra,Pietro,0
1003,916491,KDB9402,PAO DE QUEIJO PIPOQUINHA D'FARM 256G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1004,916492,KDB9403,QUEIJO ARTESANAL CANASTRA SUAVE D'FARM 450G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1005,916493,KDB9404,QUEIJO ARTESANAL TRIANGULO SUAVE D'FARM 390G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1006,916494,KDB9405,QUEIJO ARTESANAL MEIA CURA SERRO D'FARM 330G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1007,916495,KDB9406,REQUEIJAO COM RASPAS DE TACHO D'FARM 250G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1008,916496,KDB9407,QUEIJO PROVOLONE DEFUMADO D'FARM 330G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1009,916497,KDB9408,QUEIJO DE CABRA BOURSIN AZEITE E ERVAS D'FARM 250G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1010,916498,KDB9409,QUEIJO DE CABRA FETA D'FARM 160G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1011,916499,KDB9410,BARQUINHA DE TAPIOCA D'FARM 80G,D'farm Alimentos Selecionados,Geovanna Bezerra,Pietro,0
1012,916544,KDB9455,PESCADA AMARELA NATURAL MEAT 200G,NATURAL MEAT,Paulo Pereira,Pietro,0
1013,916545,KDB9456,FILÉ DE SALMÃO CERTIFICADO NATURAL MEAT 180G,NATURAL MEAT,Paulo Pereira,Pietro,0
1014,916546,KDB9457,CAMARÃO 36/40 DE ORIGEM CONTROLADA NATURAL MEAT 360G,NATURAL MEAT,Paulo Pereira,Pietro,0
1015,916547,KDB9458,FILÉ DE SAINT PETER CERTIFICADO NATURAL MEAT 400G,NATURAL MEAT,Paulo Pereira,Pietro,0
1016,916548,KDB9459,AGUA DE COCO  VERO 330ML,VERO COCO,Fairlie Padoan,Pietro,0
1017,916549,KDB9460,"AGUA DE COCO  VERO 1,5L",VERO COCO,Fairlie Padoan,Pietro,0
1018,916597,KDB9508,LINGUIÇA SUÍNA RESFRIADA GROSSA GOMO PORCO REAL 400G,PORCO REAL,Paulo Pereira,Pietro,0
1019,916598,KDB9509,HAMBURGUER SUÍNO CONGELADO PORCO REAL 480G,PORCO REAL,Paulo Pereira,Pietro,0
1020,916599,KDB9510,BACON DE PANCETA SUINA PORCO REAL 250G,PORCO REAL,Paulo Pereira,Pietro,0
1021,916602,KDB9513,LINGUIÇA DE CARNE SUÍNA RESFRIADA PORCO REAL 300G,PORCO REAL,Paulo Pereira,Pietro,0
1022,916695,KDB9606,QUEIJO MUSSARELA PALITO GIOIA BANDEJA 275G,LATICINIOS GIOIA LTDA,Geovanna Bezerra,Pietro,0
1023,916696,KDB9607,QUEIJO MUSSARELA PALITO GIOIA TEMPERADA BANDEJA 275G,LATICINIOS GIOIA LTDA,Geovanna Bezerra,Pietro,0
1024,916697,KDB9608,QUEIJO MUSSARELA NOZINHO GIOIA BANDEJA 320G,LATICINIOS GIOIA LTDA,Geovanna Bezerra,Pietro,0
1025,916698,KDB9609,QUEIJO MUSSARELA NOZINHO GIOIA TEMPERADA BANDEJA 320G,LATICINIOS GIOIA LTDA,Geovanna Bezerra,Pietro,0
1026,916723,KDB9634,CARNE EM BIFE ANCHO CONGELADO INTERMEZZO 500G,INTERMEZZO,Paulo Pereira,Pietro,0
1027,916724,KDB9635,CARNE EM BIFES DE ALCATRA RESFRIADO INTERMEZZO 500G,INTERMEZZO,Paulo Pereira,Pietro,0
1028,916725,KDB9636,CARNE EM BIFES DE CONTRA FILÉ RESFRIADO INTERMEZZO 500G,INTERMEZZO,Paulo Pereira,Pietro,0
1029,916726,KDB9637,CARNE EM BIFES DE PATINHO BLACK ANGUS RESFRIADO INTERMEZZO 500G,INTERMEZZO,Paulo Pereira,Pietro,0
1030,916727,KDB9638,CARNE BRISKET BLACK ANGUS CONGELADO INTERMEZZO 500G,INTERMEZZO,Paulo Pereira,Pietro,0
1031,916728,KDB9639,CARNE EM CUBOS DE MÚSCULO BLACK ANGUS RESFRIADO INTERMEZZO 500G,INTERMEZZO,Paulo Pereira,Pietro,0
1032,916729,KDB9640,CARNE EM ISCAS DE PATINHO BLACK ANGUS RESFRIADO INTERMEZZO 500G,INTERMEZZO,Paulo Pereira,Pietro,0
1033,916730,KDB9641,CARPACCIO BLACK ANGUS CONGELADO INTERMEZZO 250G,INTERMEZZO,Paulo Pereira,Pietro,0
1034,916731,KDB9642,HAMBURGUER DE COSTELA ANGUS INTERMEZZO 300G,INTERMEZZO,Paulo Pereira,Pietro,0
1035,916732,KDB9643,HAMBURGUER ANGUS INTERMEZZO 400G,INTERMEZZO,Paulo Pereira,Pietro,0
1036,916733,KDB9644,GALETO DESOSSADO CONGELADO INTERMEZZO 450G,INTERMEZZO,Paulo Pereira,Pietro,0
1037,916734,KDB9645,OSSOBUCO BLACK ANGUS CONGELADO INTERMEZZO 600G,INTERMEZZO,Paulo Pereira,Pietro,0
1038,916740,KDB9651,QUEIJO MONTANHÊS EM LASCAS AVIAÇÃO 150G,AVIAÇÃO,Geovanna Bezerra,Pietro,0
1039,916741,KDB9652,QUEIJO MINAS PADRÃO AVIAÇÃO 500G,AVIAÇÃO,Geovanna Bezerra,Pietro,0
1040,916742,KDB9653,QUEIJO PRATO COBOCÓ AVIAÇÃO 500G,AVIAÇÃO,Geovanna Bezerra,Pietro,0
1041,916743,KDB9654,MANTEIGA ZERO LACTOSE COM SAL AVIAÇÃO 200G,AVIAÇÃO,Geovanna Bezerra,Pietro,0
1042,916745,KDB9656,LINGUIÇA DE PERNIL SUÍNO PICANTE CONGELADA SPECIALLI 300G,EMPORIO SPECIALLI LTDA,Paulo Pereira,Pietro,0
1043,916746,KDB9657,LINGUIÇA SUÍNA COM PIMENTA BIQUINHO CONGELADA SPECIALLI 400G,EMPORIO SPECIALLI LTDA,Paulo Pereira,Pietro,0
1044,916747,KDB9658,LINGUIÇA TOSCANA CONGELADA SPECIALLI 400G,EMPORIO SPECIALLI LTDA,Paulo Pereira,Pietro,0
1045,916818,KDB9729,QUEIJO BRIE PRÉSIDENT 125G,LACTALIS,Geovanna Bezerra,Pietro,0
1046,916897,KDB9805,"PEÇA DE FILÉ MIGNON REFRIGERADA INTERMEZZO 1,2KG A 1,3KG",INTERMEZZO,Paulo Pereira,Pietro,0
1047,916906,KDB9814,BOLINHO ANA MARIA PULLMAN DE TRIPLO CHOCOLATE 70G,BIMBO,João Reis,Pietro,0
1048,916907,KDB9815,BOLINHO ANA MARIA PULLMAN DE BANOFFEE 70G,BIMBO,João Reis,Pietro,0
1049,916908,KDB9816,IOGURTE LIQUÍDO VEGANO FRESCO MORANGO 500ML,FRESCO,Fairlie Padoan,Pietro,0
1050,916912,KDB9820,CAMARÃO CINZA EMPANADO RECHEADO COM CATUPIRY MAR E RIO 350G,MAR E RIO,Paulo Pereira,Pietro,0
1051,916913,KDB9821,CAMARÃO CINZA EMPANADO SEM CAUDA MAR E RIO 350G,MAR E RIO,Paulo Pereira,Pietro,0
1052,916914,KDB9822,LOMBO DE PIRARUCU EM PEDAÇOS MAR E RIO 800G,MAR E RIO,Paulo Pereira,Pietro,0
1053,916915,KDB9823,LOMBO DE ATUM EM PEDAÇO CONG SEM PELE MAR E RIO 300G,MAR E RIO,Paulo Pereira,Pietro,0
1054,916916,KDB9824,FILÉ DE PESCADA AMARELA PEDAÇO SEM PELE MAR E RIO 300G,MAR E RIO,Paulo Pereira,Pietro,0
